Bacia;Campo;Estado;Contrato;Concessionária;Ind. Operadora;Percentual de Participação;Mês;Ano;Localização (Terra/Mar);Lâmina D'Água (m);°API;Data Início Produção;Data Descoberta;Área (Km²);Vol. Gás Disponível (Mm³);Produção de Petróleo (m³);Produção de Óleo (m³);Produção de Gás Total(Mm³);Produção de Gás Associado (Mm³);Produção de Gás Não Associado (Mm³);Produção de Condensado (m³);Produção de Água (m³);Vol. Gás Injetado para Armazenamento (Mm³);Vol. Queima de Gás (Mm³);Vol. Gás para Consumo (Mm³);Vol. Gás Royalties (Mm³);Vol. Circulação Gás Lift (Mm³);Vol. Gás Injetado Recup. Secundária (Mm³);Vol. Água Injetado Recup. Secundária (m³);Vol. Água Injetado Descarte (m³);Vol. Água Produzida Descartada (m³)
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;09;2013;MAR;519,00;49,40;19/04/2011;21/02/2001;253,884;150.735,082;13.320,25;0,00;151.748,106;0,00;151.748,106;13.320,25;2.094,00;0,00;172,479;840,545;151.748,106;0,00;0,00;0,00;0,00;2.094,00
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;12;2014;MAR;519,00;47,20;19/04/2011;21/02/2001;253,884;233.790,568;33.733,53;0,00;235.337,804;0,00;235.337,804;33.733,53;3.403,11;0,00;98,383;1.448,853;235.239,421;0,00;0,00;0,00;0,00;3.403,11
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;06;2017;MAR;519,00;52,40;19/04/2011;21/02/2001;253,884;211.626,088;27.210,79;0,00;213.091,962;0,00;213.091,962;27.210,79;3.432,90;0,00;80,62;1.385,254;213.091,962;0,00;0,00;0,00;0,00;3.432,90
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;03;2015;MAR;519,00;47,20;19/04/2011;21/02/2001;253,884;239.231,995;32.999,59;0,00;240.827,003;0,00;240.827,003;32.999,59;3.808,53;0,00;111,819;1.483,189;240.827,003;0,00;0,00;0,00;0,00;3.808,53
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;02;2019;MAR;519,00;52,40;19/04/2011;21/02/2001;253,884;176.467,184;20.766,72;0,00;177.770,843;0,00;177.770,843;20.766,72;3.419,582;0,00;61,534;1.242,125;177.770,843;0,00;0,00;0,00;0,00;3.419,582
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;04;2021;MAR;519,00;54,80;19/04/2011;21/02/2001;253,884;141.800,91;15.111,75;0,00;142.948,32;0,00;142.948,32;15.111,75;2.420,986;0,00;91,271;1.056,139;142.948,32;0,00;0,00;0,00;0,00;2.420,986
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;04;2011;MAR;519,00;28,00;19/04/2011;21/02/2001;253,884;10.531,612;540,30;0,00;10.553,049;10.553,049;0,00;540,30;0,00;0,00;21,265;0,172;10.553,049;0,00;0,00;0,00;0,00;0,00
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;05;2012;MAR;519,00;47,20;19/04/2011;21/02/2001;253,884;119.618,269;11.819,69;0,00;120.687,278;0,00;120.687,278;11.819,69;1.311,41;0,00;82,39;986,619;120.687,278;0,00;0,00;0,00;0,00;1.311,41
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;10;2014;MAR;519,00;47,20;19/04/2011;21/02/2001;253,884;225.663,532;31.667,80;0,00;227.226,646;0,00;227.226,646;31.667,80;3.613,23;0,00;174,371;1.388,743;227.052,275;0,00;0,00;0,00;0,00;3.613,23
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;04;2015;MAR;519,00;47,20;19/04/2011;21/02/2001;253,884;215.883,192;30.014,25;0,00;219.471,045;0,00;219.471,045;30.014,25;3.771,00;0,00;2.179,075;1.408,778;219.471,045;0,00;0,00;0,00;0,00;3.771,00
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;07;2019;MAR;519,00;52,40;19/04/2011;21/02/2001;253,884;201.602,244;22.866,61;0,00;202.975,912;0,00;202.975,912;22.866,61;3.639,997;0,00;43,818;1.329,85;202.975,912;0,00;0,00;0,00;0,00;3.639,997
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;11;2018;MAR;519,00;52,40;19/04/2011;21/02/2001;253,884;209.646,038;24.828,56;0,00;211.107,749;0,00;211.107,749;24.828,56;3.910,605;0,00;95,242;1.366,469;211.107,749;0,00;0,00;0,00;0,00;3.910,605
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;01;2022;MAR;519,00;54,60;19/04/2011;21/02/2001;253,884;145.136,103;15.378,17;0,00;146.880,624;0,00;146.880,624;15.378,17;2.521,60;0,00;149,269;1.223,80;146.880,624;0,00;0,00;0,00;0,00;2.521,60
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;07;2021;MAR;519,00;54,97;19/04/2011;21/02/2001;253,884;158.894,265;17.382,21;0,00;160.126,05;0,00;160.126,05;17.382,21;2.720,344;0,00;48,362;1.183,423;160.126,05;0,00;0,00;0,00;0,00;2.720,344
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;07;2020;MAR;519,00;52,40;19/04/2011;21/02/2001;253,884;177.764,318;19.199,92;0,00;178.846,16;0,00;178.846,16;19.199,92;2.855,97;0,00;51,125;1.030,717;178.846,16;0,00;0,00;0,00;0,00;2.855,97
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;12;2015;MAR;519,00;47,20;19/04/2011;21/02/2001;253,884;255.080,309;34.938,90;0,00;256.680,047;0,00;256.680,047;34.938,90;3.962,212;0,00;156,565;1.443,173;256.680,047;0,00;0,00;0,00;0,00;3.962,212
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;05;2019;MAR;519,00;52,40;19/04/2011;21/02/2001;253,884;207.642,888;23.854,24;0,00;209.012,085;0,00;209.012,085;23.854,24;3.620,962;0,00;41,092;1.328,105;209.012,085;0,00;0,00;0,00;0,00;3.620,962
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;07;2013;MAR;519,00;49,40;19/04/2011;21/02/2001;253,884;194.933,114;19.089,75;0,00;196.058,003;0,00;196.058,003;19.089,75;2.553,00;0,00;94,528;1.030,361;196.058,003;0,00;0,00;0,00;0,00;0,00
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;11;2014;MAR;519,00;47,20;19/04/2011;21/02/2001;253,884;182.476,003;25.464,82;0,00;183.915,209;0,00;183.915,209;25.464,82;2.564,95;0,00;303,565;1.135,641;183.693,209;0,00;0,00;0,00;0,00;2.564,95
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;10;2022;MAR;519,00;55,40;19/04/2011;21/02/2001;253,884;147.538,428;14.716,539;0,00;148.725,267;0,00;148.725,267;14.716,539;2.348,804;0,00;109,936;1.076,903;148.725,267;0,00;0,00;0,00;0,00;2.348,804
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;07;2022;MAR;519,00;55,10;19/04/2011;21/02/2001;253,884;154.231,654;15.402,99;0,00;155.644,839;0,00;155.644,839;15.402,99;2.603,46;0,00;128,47;1.284,715;155.644,839;0,00;0,00;0,00;0,00;2.603,46
Santos;MEXILHÃO;São Paulo;'480000035769789';Petróleo Brasileiro S.A.;SIM;100,00;03;2023;MAR;519,00;55,20;19/04/2011;21/02/2001;253,884;120.492,432;11.938,232;0,00;121.577,959;0,00;121.577,959;11.938,232;2.037,783;0,00;105,104;980,423;121.577,959;0,00;0,00;0,00;0,00;2.037,783
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;01;2022;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;416,861;2.559,462;2.559,462;812,192;812,192;0,00;0,00;384,836;0,00;14,168;64,44;495,143;0,00;316,723;3.639,959;0,00;384,842
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;10;2021;MAR;2.184,00;30,35;01/11/2018;12/09/2018;178,54;407,521;2.523,291;2.523,291;808,082;808,082;0,00;0,00;331,75;0,00;11,788;62,879;481,862;0,00;325,894;3.376,584;0,00;331,757
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;05;2019;MAR;2.184,00;29,94;01/11/2018;12/09/2018;178,54;451,396;3.332,774;3.332,774;880,002;880,002;0,00;0,00;100,383;0,00;4,924;64,73;520,734;0,00;358,952;3.768,472;0,00;100,388
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;06;2021;MAR;2.184,00;30,20;01/11/2018;12/09/2018;178,54;538,979;3.396,448;3.396,448;1.040,721;1.040,721;0,00;0,00;413,375;0,00;10,331;78,871;627,865;0,00;412,539;4.249,75;0,00;413,381
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;02;2021;MAR;2.184,00;30,30;01/11/2018;12/09/2018;178,54;459,374;3.005,109;3.005,109;929,794;929,794;0,00;0,00;295,608;0,00;17,20;73,091;549,369;0,00;380,13;4.109,794;0,00;295,613
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;09;2022;MAR;2.184,00;29,90;01/11/2018;12/09/2018;178,54;383,336;2.381,212;2.381,212;721,774;721,774;0,00;0,00;520,303;0,00;8,025;61,027;452,151;0,00;269,386;3.406,042;0,00;520,303
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;11;2019;MAR;2.184,00;30,25;01/11/2018;12/09/2018;178,54;304,649;2.649,139;2.649,139;723,434;723,434;0,00;0,00;99,437;0,00;15,488;53,835;373,659;0,00;349,461;2.897,101;0,00;99,442
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;05;2022;MAR;2.184,00;30,20;01/11/2018;12/09/2018;178,54;412,861;2.554,25;2.554,25;783,304;783,304;0,00;0,00;478,353;0,00;4,65;62,417;479,602;0,00;303,376;3.773,132;0,00;478,353
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;03;2021;MAR;2.184,00;30,50;01/11/2018;12/09/2018;178,54;538,378;3.340,734;3.340,734;1.032,379;1.032,379;0,00;0,00;380,075;0,00;8,005;82,568;628,625;0,00;403,428;4.681,152;0,00;380,08
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;04;2019;MAR;2.184,00;30,04;01/11/2018;12/09/2018;178,54;409,364;3.045,664;3.045,664;783,34;783,34;0,00;0,00;122,274;0,00;20,19;58,282;487,521;0,00;295,503;3.332,874;0,00;122,279
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;01;2021;MAR;2.184,00;30,30;01/11/2018;12/09/2018;178,54;433,441;2.901,882;2.901,882;864,988;864,988;0,00;0,00;414,203;0,00;10,547;64,193;507,90;0,00;356,807;3.653,966;0,00;414,208
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;02;2022;MAR;2.184,00;30,20;01/11/2018;12/09/2018;178,54;343,169;2.167,84;2.167,84;657,251;657,251;0,00;0,00;321,414;0,00;7,292;52,757;402,927;0,00;254,032;2.113,737;0,00;321,419
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;09;2021;MAR;2.184,00;30,40;01/11/2018;12/09/2018;178,54;278,605;2.628,366;2.628,366;801,265;801,265;0,00;0,00;412,657;0,00;11,453;63,41;353,153;0,00;447,796;3.289,823;0,00;412,654
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;04;2021;MAR;2.184,00;30,20;01/11/2018;12/09/2018;178,54;556,594;3.457,384;3.457,384;1.044,33;1.044,33;0,00;0,00;442,096;0,00;11,495;80,073;647,83;0,00;396,169;4.625,875;0,00;442,102
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;08;2019;MAR;2.184,00;30,15;01/11/2018;12/09/2018;178,54;418,757;3.221,404;3.221,404;864,689;864,689;0,00;0,00;156,661;0,00;8,979;62,614;490,033;0,00;374,34;3.028,759;0,00;156,668
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;06;2020;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;374,70;2.924,352;2.924,352;824,23;824,23;0,00;0,00;241,661;0,00;7,407;61,797;443,588;0,00;380,326;3.614,799;0,00;241,666
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;01;2023;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;307,643;2.129,017;2.129,017;658,94;658,94;0,00;0,00;564,113;0,00;22,255;59,774;389,346;0,00;269,268;3.171,801;0,00;564,11
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;03;2020;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;439,756;3.119,977;3.119,977;868,263;868,263;0,00;0,00;215,531;0,00;5,219;65,057;509,706;0,00;358,231;3.589,999;0,00;215,536
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;05;2021;MAR;2.184,00;30,20;01/11/2018;12/09/2018;178,54;565,053;3.493,148;3.493,148;1.058,201;1.058,201;0,00;0,00;434,053;0,00;13,525;80,447;658,699;0,00;399,176;4.262,773;0,00;434,059
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;07;2021;MAR;2.184,00;30,20;01/11/2018;12/09/2018;178,54;377,285;2.793,181;2.793,181;837,066;837,066;0,00;0,00;347,361;0,00;15,206;64,584;456,758;0,00;379,991;3.421,58;0,00;347,368
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;11;2018;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;377,197;2.846,119;2.846,119;738,844;738,844;0,00;0,00;61,906;0,00;0,00;0,00;377,197;0,00;361,647;2.826,924;0,00;61,91
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;07;2022;MAR;2.184,00;30,00;01/11/2018;12/09/2018;178,54;345,466;2.453,168;2.453,168;722,918;722,918;0,00;0,00;520,077;0,00;18,014;60,553;423,708;0,00;298,884;3.106,636;0,00;520,077
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;07;2019;MAR;2.184,00;30,89;01/11/2018;12/09/2018;178,54;381,759;3.017,556;3.017,556;808,515;808,515;0,00;0,00;108,752;0,00;7,215;62,228;450,886;0,00;357,313;3.514,424;0,00;108,758
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;06;2019;MAR;2.184,00;29,98;01/11/2018;12/09/2018;178,54;378,644;3.155,296;3.155,296;832,042;832,042;0,00;0,00;86,702;0,00;12,914;62,47;453,712;0,00;378,014;3.780,676;0,00;86,707
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;07;2020;MAR;2.184,00;30,00;01/11/2018;12/09/2018;178,54;397,619;2.908,501;2.908,501;816,686;816,686;0,00;0,00;289,773;0,00;8,401;62,735;468,429;0,00;347,931;3.406,48;0,00;289,778
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;04;2022;MAR;2.184,00;30,40;01/11/2018;12/09/2018;178,54;430,978;2.559,062;2.559,062;805,238;805,238;0,00;0,00;423,341;0,00;3,007;61,662;495,332;0,00;309,591;3.387,325;0,00;423,341
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;12;2022;MAR;2.184,00;30,00;01/11/2018;12/09/2018;178,54;338,884;2.306,213;2.306,213;694,988;694,988;0,00;0,00;619,223;0,00;6,756;64,257;409,572;0,00;285,09;3.752,576;0,00;619,224
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;03;2019;MAR;2.184,00;29,87;01/11/2018;12/09/2018;178,54;449,336;3.378,942;3.378,942;872,801;872,801;0,00;0,00;119,038;0,00;13,861;64,304;527,185;0,00;345,30;3.901,044;0,00;119,043
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;05;2023;MAR;2.184,00;29,95;01/11/2018;12/09/2018;178,54;347,457;2.324,064;2.324,064;699,176;699,176;0,00;0,00;746,815;0,00;14,498;61,774;423,403;0,00;275,447;3.538,544;0,00;746,816
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;12;2019;MAR;2.184,00;29,70;01/11/2018;12/09/2018;178,54;362,427;3.024,15;3.024,15;833,173;833,173;0,00;0,00;127,715;0,00;13,305;61,18;436,596;0,00;396,261;3.246,001;0,00;127,72
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;03;2023;MAR;2.184,00;29,80;01/11/2018;12/09/2018;178,54;335,342;2.329,707;2.329,707;718,408;718,408;0,00;0,00;717,683;0,00;25,92;62,572;423,508;0,00;294,574;3.441,276;0,00;717,684
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;09;2019;MAR;2.184,00;30,28;01/11/2018;12/09/2018;178,54;355,427;3.122,356;3.122,356;851,68;851,68;0,00;0,00;130,095;0,00;8,695;62,679;426,485;0,00;424,879;3.215,973;0,00;130,101
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;08;2021;MAR;2.184,00;30,30;01/11/2018;12/09/2018;178,54;304,179;2.796,225;2.796,225;826,364;826,364;0,00;0,00;408,191;0,00;7,884;65,559;377,307;0,00;448,741;3.639,741;0,00;408,198
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;01;2020;MAR;2.184,00;29,95;01/11/2018;12/09/2018;178,54;445,909;3.265,671;3.265,671;882,125;882,125;0,00;0,00;152,163;0,00;9,499;65,282;520,364;0,00;361,435;3.741,73;0,00;152,168
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;08;2020;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;378,515;2.962,406;2.962,406;830,65;830,65;0,00;0,00;286,099;0,00;7,305;63,386;448,88;0,00;381,444;3.290,446;0,00;286,104
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;04;2020;MAR;2.184,00;30,50;01/11/2018;12/09/2018;178,54;388,919;2.618,126;2.618,126;823,106;823,106;0,00;0,00;155,208;0,00;12,746;62,888;464,237;0,00;358,554;3.535,157;0,00;155,212
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;10;2020;MAR;2.184,00;30,55;01/11/2018;12/09/2018;178,54;67,65;2.139,825;2.139,825;619,132;619,132;0,00;0,00;179,029;0,00;8,017;51,303;126,751;0,00;492,162;3.033,469;0,00;179,032
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;11;2021;MAR;2.184,00;30,35;01/11/2018;12/09/2018;178,54;337,02;2.210,528;2.210,528;734,485;734,485;0,00;0,00;341,673;0,00;11,44;57,888;406,037;0,00;328,138;2.967,225;0,00;341,679
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;11;2020;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;270,526;2.530,873;2.530,873;760,159;760,159;0,00;0,00;267,502;0,00;9,887;58,998;339,119;0,00;420,749;3.328,419;0,00;267,507
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;11;2022;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;212,896;1.570,755;1.570,755;460,253;460,253;0,00;0,00;376,766;0,00;20,356;45,411;278,426;0,00;181,589;2.655,08;0,00;376,766
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;03;2022;MAR;2.184,00;30,00;01/11/2018;12/09/2018;178,54;453,811;2.668,463;2.668,463;846,274;846,274;0,00;0,00;424,096;0,00;5,358;64,334;523,177;0,00;322,771;3.033,351;0,00;424,103
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;09;2020;MAR;2.184,00;30,15;01/11/2018;12/09/2018;178,54;218,227;1.665,928;1.665,928;454,187;454,187;0,00;0,00;112,845;0,00;3,106;39,193;260,397;0,00;193,661;2.698,193;0,00;112,847
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;02;2023;MAR;2.184,00;29,75;01/11/2018;12/09/2018;178,54;312,191;2.059,758;2.059,758;645,574;645,574;0,00;0,00;519,056;0,00;8,655;56,898;377,449;0,00;267,83;3.400,566;0,00;519,056
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;12;2018;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;455,184;3.359,623;3.359,623;873,319;873,319;0,00;0,00;87,222;0,00;0,00;0,00;455,184;0,00;418,135;3.506,564;0,00;87,226
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;10;2022;MAR;2.184,00;30,00;01/11/2018;12/09/2018;178,54;343,921;2.333,517;2.333,517;728,443;728,443;0,00;0,00;543,46;0,00;6,943;62,042;412,58;0,00;315,537;3.461,904;0,00;543,46
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;02;2020;MAR;2.184,00;30,05;01/11/2018;12/09/2018;178,54;393,393;3.026,586;3.026,586;831,664;831,664;0,00;0,00;172,152;0,00;4,91;61,002;459,00;0,00;372,36;3.203,71;0,00;172,157
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;05;2020;MAR;2.184,00;30,20;01/11/2018;12/09/2018;178,54;442,051;2.938,12;2.938,12;863,359;863,359;0,00;0,00;210,346;0,00;2,219;64,943;508,887;0,00;354,146;3.660,258;0,00;210,35
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;02;2019;MAR;2.184,00;29,86;01/11/2018;12/09/2018;178,54;369,76;3.056,968;3.056,968;775,526;775,526;0,00;0,00;103,83;0,00;36,516;57,821;463,791;0,00;311,429;3.288,914;0,00;103,834
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;06;2022;MAR;2.184,00;30,20;01/11/2018;12/09/2018;178,54;418,729;2.464,925;2.464,925;753,191;753,191;0,00;0,00;464,188;0,00;6,51;59,695;484,618;0,00;268,257;3.336,158;0,00;464,188
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;12;2020;MAR;2.184,00;30,05;01/11/2018;12/09/2018;178,54;353,653;2.598,604;2.598,604;753,08;753,08;0,00;0,00;323,716;0,00;13,545;55,481;422,425;0,00;330,40;2.636,668;0,00;323,72
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;06;2023;MAR;2.184,00;30,05;01/11/2018;12/09/2018;178,54;343,754;2.337,768;2.337,768;696,92;696,92;0,00;0,00;812,003;0,00;7,324;59,487;410,249;0,00;286,355;2.971,297;0,00;812,008
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;12;2021;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;321,855;2.061,367;2.061,367;647,41;647,41;0,00;0,00;331,349;0,00;9,936;51,925;383,481;0,00;263,696;2.944,801;0,00;331,354
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;01;2019;MAR;2.184,00;29,95;01/11/2018;12/09/2018;178,54;392,208;3.046,54;3.046,54;781,669;781,669;0,00;0,00;75,038;0,00;14,029;56,981;462,914;0,00;318,45;3.423,174;0,00;75,042
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;04;2023;MAR;2.184,00;29,90;01/11/2018;12/09/2018;178,54;317,369;2.282,46;2.282,46;680,044;680,044;0,00;0,00;783,267;0,00;14,303;60,797;392,153;0,00;287,575;3.500,80;0,00;783,272
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;10;2019;MAR;2.184,00;30,10;01/11/2018;12/09/2018;178,54;351,388;3.314,851;3.314,851;884,076;884,076;0,00;0,00;166,62;0,00;6,521;63,236;420,829;0,00;462,931;2.948,298;0,00;166,625
Santos;NORDESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;08;2022;MAR;2.184,00;30,15;01/11/2018;12/09/2018;178,54;405,777;2.521,642;2.521,642;774,805;774,805;0,00;0,00;546,863;0,00;7,936;63,659;477,046;0,00;297,433;3.705,499;0,00;546,863
Santos;NOROESTE DE SAPINHOÁ;São Paulo;'48610012961201761';Petróleo Brasileiro S.A.;SIM;45,00;05;2022;MAR;2.169,00;30,20;01/11/2018;12/09/2018;10,16;1.984,242;12.275,938;12.275,938;3.764,625;3.764,625;0,00;0,00;2.299,004;0,00;22,348;299,982;2.305,006;0,00;1.458,052;18.133,99;0,00;2.299,004
